"referencing_table","referencing_column","referenced_table","referenced_column"
view_MachineApraisal,TDNMachineId,tempMachdb,TDNMachineId
CoOwners,TDNID,tempMachdb,TDNID
View_TDNCoOwners,TDNID,tempMachdb,TDNID
TDNPreviousARP,TDNID,tempMachdb,TDNID
TDNMachine,TDNID,tempMachdb,TDNID
TDNPreviousPIN,TDNID,tempMachdb,TDNID
view_TDNSearchLookUpCityBased,TDNID,tempMachdb,TDNID
view_TDNSearchLookUpProvinceBased,TDNID,tempMachdb,TDNID
view_TDNTaxDecProvince,TDNID,tempMachdb,TDNID
view_TaxDecDetail,TDNID,tempMachdb,TDNID
CertifiedTrueCopyTable,TDNID,tempMachdb,TDNID
view_TDNTaxDecCity,TDNID,tempMachdb,TDNID
TDN_Attachment,TDNID,tempMachdb,TDNID
View_FAASBuilding,TDNId,tempMachdb,TDNID
TDNDetail,TDNId,tempMachdb,TDNID
TDN_Images,TDNID,tempMachdb,TDNID
View_FAASImprovement,TDNId,tempMachdb,TDNID
TDNBaseValueAdjustment,TDNId,tempMachdb,TDNID
View_TDNLandBackTax,TDNID,tempMachdb,TDNID
TDNLand,TDNID,tempMachdb,TDNID
TDNBackTax,TDNID,tempMachdb,TDNID
TDNBuilding,TDNID,tempMachdb,TDNID
View_PrintTaxDecProvince,TDNID,tempMachdb,TDNID
TDNFAASSketch,TDNID,tempMachdb,TDNID
ImageCache,TDNID,tempMachdb,TDNID
TDNHistory,TDNID,tempMachdb,TDNID
View_TDNLandDetail,TDNID,tempMachdb,TDNID
View_TDNLandAppraisal,TDNID,tempMachdb,TDNID
view_MachineApraisal,TDNID,tempMachdb,TDNID
View_TDNDetail,TDNId,tempMachdb,TDNID
View_TDNBuildingDetail,TDNID,tempMachdb,TDNID
View_PrintTaxDecCity,TDNID,tempMachdb,TDNID
TOStempQuarterlyRPTC,TDNID,tempMachdb,TDNID
View_DemolishedProp,TDNID,tempMachdb,TDNID
TDN,TDNID,tempMachdb,TDNID
stagtbl,TDNID,tempMachdb,TDNID
view_TDNLandImprovements,TDNID,tempMachdb,TDNID
tempTDN,TDNID,tempMachdb,TDNID
TDNMachine,PreviousTDNMachineId,tempMachdb,PreviousTDNMachineId
view_MachineApraisal,PreviousTDNMachineId,tempMachdb,PreviousTDNMachineId
TDN_Images,ImageID,TDNFAASSketch,ImageID
TDN_Attachment,ImageID,TDNFAASSketch,ImageID
CoOwners,TDNID,TDNFAASSketch,TDNID
View_TDNCoOwners,TDNID,TDNFAASSketch,TDNID
TDNPreviousARP,TDNID,TDNFAASSketch,TDNID
TDNMachine,TDNID,TDNFAASSketch,TDNID
TDNPreviousPIN,TDNID,TDNFAASSketch,TDNID
view_TDNSearchLookUpCityBased,TDNID,TDNFAASSketch,TDNID
view_TDNSearchLookUpProvinceBased,TDNID,TDNFAASSketch,TDNID
view_TDNTaxDecProvince,TDNID,TDNFAASSketch,TDNID
view_TaxDecDetail,TDNID,TDNFAASSketch,TDNID
CertifiedTrueCopyTable,TDNID,TDNFAASSketch,TDNID
view_TDNTaxDecCity,TDNID,TDNFAASSketch,TDNID
TDN_Attachment,TDNID,TDNFAASSketch,TDNID
View_FAASBuilding,TDNId,TDNFAASSketch,TDNID
TDNDetail,TDNId,TDNFAASSketch,TDNID
TDN_Images,TDNID,TDNFAASSketch,TDNID
View_FAASImprovement,TDNId,TDNFAASSketch,TDNID
TDNBaseValueAdjustment,TDNId,TDNFAASSketch,TDNID
View_TDNLandBackTax,TDNID,TDNFAASSketch,TDNID
TDNLand,TDNID,TDNFAASSketch,TDNID
TDNBackTax,TDNID,TDNFAASSketch,TDNID
TDNBuilding,TDNID,TDNFAASSketch,TDNID
View_PrintTaxDecProvince,TDNID,TDNFAASSketch,TDNID
tempMachdb,TDNID,TDNFAASSketch,TDNID
ImageCache,TDNID,TDNFAASSketch,TDNID
TDNHistory,TDNID,TDNFAASSketch,TDNID
View_TDNLandDetail,TDNID,TDNFAASSketch,TDNID
View_TDNLandAppraisal,TDNID,TDNFAASSketch,TDNID
view_MachineApraisal,TDNID,TDNFAASSketch,TDNID
View_TDNDetail,TDNId,TDNFAASSketch,TDNID
View_TDNBuildingDetail,TDNID,TDNFAASSketch,TDNID
View_PrintTaxDecCity,TDNID,TDNFAASSketch,TDNID
TOStempQuarterlyRPTC,TDNID,TDNFAASSketch,TDNID
View_DemolishedProp,TDNID,TDNFAASSketch,TDNID
TDN,TDNID,TDNFAASSketch,TDNID
stagtbl,TDNID,TDNFAASSketch,TDNID
view_TDNLandImprovements,TDNID,TDNFAASSketch,TDNID
tempTDN,TDNID,TDNFAASSketch,TDNID
TDNLookUp,TDNID,TDNTEMP,TDNID
View_FAASMachinery,TDNId,TDNTEMP,TDNID
View_MachienryFAAS,TDNId,TDNTEMP,TDNID
View_FAAS,TDNId,TDNTEMP,TDNID
view_FAASLandDetail,TDNId,TDNTEMP,TDNID
view_FAASLand,TDNId,TDNTEMP,TDNID
AOwnerOther,TDNId,TDNTEMP,TDNID
TDNSubdivisionTempTable,TDNID,TDNTEMP,TDNID
AOwnerOther,OwnerId,TDNTEMP,OwnerId
TDNSubdivisionTempTable,OwnerID,TDNTEMP,OwnerId
TDN,PreviousId,TDNTEMP,PreviousId
tempTDN,PreviousId,TDNTEMP,PreviousId
view_MachineApraisal,PreviousId,TDNTEMP,PreviousId
View_PrintTaxDecCity,PreviousId,TDNTEMP,PreviousId
TDNCancelledFrom,PreviousId,TDNTEMP,PreviousId
TDN,ExemptClassId,TDNTEMP,ExemptClassId
tempTDN,ExemptClassId,TDNTEMP,ExemptClassId
view_MachineApraisal,ExemptClassId,TDNTEMP,ExemptClassId
View_PrintTaxDecCity,ExemptClassId,TDNTEMP,ExemptClassId
view_TDNTaxDecCity,ExemptClassId,TDNTEMP,ExemptClassId
TDN,SketchId,TDNTEMP,SketchId
tempTDN,SketchId,TDNTEMP,SketchId
view_MachineApraisal,SketchId,TDNTEMP,SketchId
View_PrintTaxDecCity,SketchId,TDNTEMP,SketchId
ASketch,SketchId,TDNTEMP,SketchId
QuarterlyTable,UserId,TDNTEMP,UserId
QuarterlyTableActive,UserId,TDNTEMP,UserId
TOSReservedRPTOPNum,UserID,TDNTEMP,UserId
ORHistoryPATAS,UserID,TDNTEMP,UserId
QuarterlyTableOld,UserId,TDNTEMP,UserId
TDNSubdivisionTempTable,UserID,TDNTEMP,UserId
PUser,UserId,TDNTEMP,UserId
view_MachineApraisal,UserId,TDNTEMP,UserId
View_PrintTaxDecCity,UserId,TDNTEMP,UserId
ORHistory,UserID,TDNTEMP,UserId
tempTDN,UserId,TDNTEMP,UserId
QuarterlyTableCancelled,UserId,TDNTEMP,UserId
UserORStatus,UserID,TDNTEMP,UserId
TDN,UserId,TDNTEMP,UserId
TDNLandImprovements,ALandImprovementTypeId,ALandImprovementType,ALandImprovementTypeId
ALandImprovementPerSeedlingAssessment,ALandImprovementTypeId,ALandImprovementType,ALandImprovementTypeId
CoOwners,TDNID,ImageCache,TDNID
View_TDNCoOwners,TDNID,ImageCache,TDNID
TDNPreviousARP,TDNID,ImageCache,TDNID
TDNMachine,TDNID,ImageCache,TDNID
TDNPreviousPIN,TDNID,ImageCache,TDNID
view_TDNSearchLookUpCityBased,TDNID,ImageCache,TDNID
view_TDNSearchLookUpProvinceBased,TDNID,ImageCache,TDNID
view_TDNTaxDecProvince,TDNID,ImageCache,TDNID
view_TaxDecDetail,TDNID,ImageCache,TDNID
CertifiedTrueCopyTable,TDNID,ImageCache,TDNID
view_TDNTaxDecCity,TDNID,ImageCache,TDNID
TDN_Attachment,TDNID,ImageCache,TDNID
View_FAASBuilding,TDNId,ImageCache,TDNID
TDNDetail,TDNId,ImageCache,TDNID
TDN_Images,TDNID,ImageCache,TDNID
View_FAASImprovement,TDNId,ImageCache,TDNID
TDNBaseValueAdjustment,TDNId,ImageCache,TDNID
View_TDNLandBackTax,TDNID,ImageCache,TDNID
TDNLand,TDNID,ImageCache,TDNID
TDNBackTax,TDNID,ImageCache,TDNID
TDNBuilding,TDNID,ImageCache,TDNID
View_PrintTaxDecProvince,TDNID,ImageCache,TDNID
tempMachdb,TDNID,ImageCache,TDNID
TDNFAASSketch,TDNID,ImageCache,TDNID
TDNHistory,TDNID,ImageCache,TDNID
View_TDNLandDetail,TDNID,ImageCache,TDNID
View_TDNLandAppraisal,TDNID,ImageCache,TDNID
view_MachineApraisal,TDNID,ImageCache,TDNID
View_TDNDetail,TDNId,ImageCache,TDNID
View_TDNBuildingDetail,TDNID,ImageCache,TDNID
View_PrintTaxDecCity,TDNID,ImageCache,TDNID
TOStempQuarterlyRPTC,TDNID,ImageCache,TDNID
View_DemolishedProp,TDNID,ImageCache,TDNID
TDN,TDNID,ImageCache,TDNID
stagtbl,TDNID,ImageCache,TDNID
view_TDNLandImprovements,TDNID,ImageCache,TDNID
tempTDN,TDNID,ImageCache,TDNID
SMDefault_CityMunicipality,UserID,ImageCache,Userid
ASBUCCBU,SBUCCId,Tbl_SBUCC,SBUCCID
ASBUCC,SBUCCId,Tbl_SBUCC,SBUCCID
ASucceedingFlrAdjudments,BuildingTypeId,Tbl_SBUCC,BuildingTypeID
ABuildingStructuralType,BuildingStructuralTypeID,Tbl_SBUCC,BuildingStructuralTypeID
ABuildingAdditionalItem,BuildingAdditionalItemID,ABuildingAdditionalItemBU,BuildingAdditionalItemID
ASubClassification,LGUCityID,ALandAssessmentLevel,LGUCityID
QuarterlyTable,MunicipalityID,ALandAssessmentLevel,MunicipalityID
QuarterlyTableActive,MunicipalityID,ALandAssessmentLevel,MunicipalityID
QuarterlyTableCancelled,MunicipalityID,ALandAssessmentLevel,MunicipalityID
UserORStatus,MunicipalityID,ALandAssessmentLevel,MunicipalityID
ORHistory,MunicipalityID,ALandAssessmentLevel,MunicipalityID
PStreet,MunicipalityID,ALandAssessmentLevel,MunicipalityID
PSubdivision,MunicipalityID,ALandAssessmentLevel,MunicipalityID
View_StreetAssessment,MunicipalityID,ALandAssessmentLevel,MunicipalityID
ASubClassification,MunicipalityID,ALandAssessmentLevel,MunicipalityID
PStreetOld,MunicipalityID,ALandAssessmentLevel,MunicipalityID
QuarterlyTableOld,MunicipalityID,ALandAssessmentLevel,MunicipalityID
Tbl_SBUCC,SBUCCID,ASBUCCBU,SBUCCId
ASBUCC,SBUCCId,ASBUCCBU,SBUCCId
SMtbl_UserImageProfile,USERID,view_UserProfile,UserID
SMaspnet_PersonalizationPerUser,UserId,view_UserProfile,UserID
SMtbl_UserProfile,UserID,view_UserProfile,UserID
SMaspnet_Membership,UserId,view_UserProfile,UserID
SMaspnet_Profile,UserId,view_UserProfile,UserID
SMaspnet_UsersInRoles,UserId,view_UserProfile,UserID
SMaspnet_Users,UserId,view_UserProfile,UserID
SMtbl_UserProfile,SystemUserId,view_UserProfile,SystemUserId
SMRestriction,SystemUserID,view_UserProfile,SystemUserId
TDNLandImprovements,AImprovementMaturityID,ALandImprovementPerShadeAssessment,AImprovementMaturityID
TDNLandImprovements,ALandImprovementComputationStyleId,ALandImprovementPerShadeAssessment,ALandImprovementComputationStyleId
ALandImprovementPerSeedlingAssessment,ALandImprovementComputationStyleId,ALandImprovementPerShadeAssessment,ALandImprovementComputationStyleId
ALandImprovementPerIndividualPlant,ALandImprovementComputationStyleId,ALandImprovementPerShadeAssessment,ALandImprovementComputationStyleId
ALandImprovementPerHectareAssessment,ALandImprovementComputationStyleId,ALandImprovementPerShadeAssessment,ALandImprovementComputationStyleId
ALandImprovementComputationStyle,ALandImprovementComputationStyleId,ALandImprovementPerShadeAssessment,ALandImprovementComputationStyleId
AImprovementType,ALandImprovementComputationStyleId,ALandImprovementPerShadeAssessment,ALandImprovementComputationStyleId
ALandImprovementAssessment,TypeId,ALandImprovementPerShadeAssessment,TypeId
TDNLandImprovements,TypeId,ALandImprovementPerShadeAssessment,TypeId
ALandImprovementPerSeedlingAssessment,TypeId,ALandImprovementPerShadeAssessment,TypeId
ALandImprovementPerIndividualPlant,TypeId,ALandImprovementPerShadeAssessment,TypeId
ALandImprovementPerHectareAssessment,TypeId,ALandImprovementPerShadeAssessment,TypeId
ALandImprovementAssessmentOld,TypeId,ALandImprovementPerShadeAssessment,TypeId
AImprovementType,TypeId,ALandImprovementPerShadeAssessment,TypeId
CoOwners,TDNID,TDNHistory,TDNID
View_TDNCoOwners,TDNID,TDNHistory,TDNID
TDNPreviousARP,TDNID,TDNHistory,TDNID
TDNMachine,TDNID,TDNHistory,TDNID
TDNPreviousPIN,TDNID,TDNHistory,TDNID
view_TDNSearchLookUpCityBased,TDNID,TDNHistory,TDNID
view_TDNSearchLookUpProvinceBased,TDNID,TDNHistory,TDNID
view_TDNTaxDecProvince,TDNID,TDNHistory,TDNID
view_TaxDecDetail,TDNID,TDNHistory,TDNID
CertifiedTrueCopyTable,TDNID,TDNHistory,TDNID
view_TDNTaxDecCity,TDNID,TDNHistory,TDNID
TDN_Attachment,TDNID,TDNHistory,TDNID
View_FAASBuilding,TDNId,TDNHistory,TDNID
TDNDetail,TDNId,TDNHistory,TDNID
TDN_Images,TDNID,TDNHistory,TDNID
View_FAASImprovement,TDNId,TDNHistory,TDNID
TDNBaseValueAdjustment,TDNId,TDNHistory,TDNID
View_TDNLandBackTax,TDNID,TDNHistory,TDNID
TDNLand,TDNID,TDNHistory,TDNID
TDNBackTax,TDNID,TDNHistory,TDNID
TDNBuilding,TDNID,TDNHistory,TDNID
View_PrintTaxDecProvince,TDNID,TDNHistory,TDNID
tempMachdb,TDNID,TDNHistory,TDNID
TDNFAASSketch,TDNID,TDNHistory,TDNID
ImageCache,TDNID,TDNHistory,TDNID
View_TDNLandDetail,TDNID,TDNHistory,TDNID
View_TDNLandAppraisal,TDNID,TDNHistory,TDNID
view_MachineApraisal,TDNID,TDNHistory,TDNID
View_TDNDetail,TDNId,TDNHistory,TDNID
View_TDNBuildingDetail,TDNID,TDNHistory,TDNID
View_PrintTaxDecCity,TDNID,TDNHistory,TDNID
TOStempQuarterlyRPTC,TDNID,TDNHistory,TDNID
View_DemolishedProp,TDNID,TDNHistory,TDNID
TDN,TDNID,TDNHistory,TDNID
stagtbl,TDNID,TDNHistory,TDNID
view_TDNLandImprovements,TDNID,TDNHistory,TDNID
tempTDN,TDNID,TDNHistory,TDNID
TDNMachineDetail,ActualUseid,TDNHistory,ActualUseID
TDNBuildingSucceedingFloor,ActualUseId,TDNHistory,ActualUseID
TDN,ActualUseId,TDNHistory,ActualUseID
ALandAdjustment,ActualUseID,TDNHistory,ActualUseID
TDNLandDetail,ActualUseId,TDNHistory,ActualUseID
TDNBackTax,ActualUseId,TDNHistory,ActualUseID
View_PrintTaxDecCity,ActualUseId,TDNHistory,ActualUseID
ASubClassification,ActualUseId,TDNHistory,ActualUseID
ABuildingAssessmentLevel,Actualuseid,TDNHistory,ActualUseID
ABuildingDepreciation,ActualUseID,TDNHistory,ActualUseID
tempTDN,ActualUseId,TDNHistory,ActualUseID
view_MachineApraisal,ActualUseId,TDNHistory,ActualUseID
QuarterlyTable,UserId,QuarterlyTableOld,UserId
QuarterlyTableActive,UserId,QuarterlyTableOld,UserId
TOSReservedRPTOPNum,UserID,QuarterlyTableOld,UserId
ORHistoryPATAS,UserID,QuarterlyTableOld,UserId
TDNSubdivisionTempTable,UserID,QuarterlyTableOld,UserId
PUser,UserId,QuarterlyTableOld,UserId
view_MachineApraisal,UserId,QuarterlyTableOld,UserId
View_PrintTaxDecCity,UserId,QuarterlyTableOld,UserId
TDNTEMP,UserId,QuarterlyTableOld,UserId
ORHistory,UserID,QuarterlyTableOld,UserId
tempTDN,UserId,QuarterlyTableOld,UserId
QuarterlyTableCancelled,UserId,QuarterlyTableOld,UserId
UserORStatus,UserID,QuarterlyTableOld,UserId
TDN,UserId,QuarterlyTableOld,UserId
QuarterlyTable,LGUID,QuarterlyTableOld,LGUID
QuarterlyTableActive,LGUID,QuarterlyTableOld,LGUID
QuarterlyTableCancelled,LGUID,QuarterlyTableOld,LGUID
View_StreetAssessment,LGUID,QuarterlyTableOld,LGUID
AssessmentRollSEFBasic,LGUID,QuarterlyTableOld,LGUID
PStreetOld,LGUID,QuarterlyTableOld,LGUID
PStreet,LGUID,QuarterlyTableOld,LGUID
PSubdivision,LGUID,QuarterlyTableOld,LGUID
QuarterlyTable,MunicipalityID,QuarterlyTableOld,MunicipalityID
QuarterlyTableActive,MunicipalityID,QuarterlyTableOld,MunicipalityID
QuarterlyTableCancelled,MunicipalityID,QuarterlyTableOld,MunicipalityID
UserORStatus,MunicipalityID,QuarterlyTableOld,MunicipalityID
ORHistory,MunicipalityID,QuarterlyTableOld,MunicipalityID
PStreet,MunicipalityID,QuarterlyTableOld,MunicipalityID
PSubdivision,MunicipalityID,QuarterlyTableOld,MunicipalityID
View_StreetAssessment,MunicipalityID,QuarterlyTableOld,MunicipalityID
ASubClassification,MunicipalityID,QuarterlyTableOld,MunicipalityID
PStreetOld,MunicipalityID,QuarterlyTableOld,MunicipalityID
ALandAssessmentLevel,MunicipalityID,QuarterlyTableOld,MunicipalityID
aBuilding,BarangayId,QuarterlyTableOld,BarangayID
QuarterlyTable,BarangayID,QuarterlyTableOld,BarangayID
QuarterlyTableActive,BarangayID,QuarterlyTableOld,BarangayID
View_BarangayLookUp,BarangayId,QuarterlyTableOld,BarangayID
view_BarangayCityLookUp,BarangayId,QuarterlyTableOld,BarangayID
View_tdn,BarangayId,QuarterlyTableOld,BarangayID
LocationStreet,BarangayID,QuarterlyTableOld,BarangayID
PStreet,BarangayId,QuarterlyTableOld,BarangayID
PSubdivision,BarangayId,QuarterlyTableOld,BarangayID
AssessmentRollSEFBasic,BarangayId,QuarterlyTableOld,BarangayID
SummaryRPUAssessed,BarangayID,QuarterlyTableOld,BarangayID
RPUSummaryPerBarangayTable,BarangayID,QuarterlyTableOld,BarangayID
TDNSubdivisionTempTable,BarangayID,QuarterlyTableOld,BarangayID
ASubClassification,BarangayID,QuarterlyTableOld,BarangayID
PStreetOld,BarangayId,QuarterlyTableOld,BarangayID
RecordsOfAssessmentTable,BarangayID,QuarterlyTableOld,BarangayID
View_StreetAssessment,BarangayId,QuarterlyTableOld,BarangayID
QuarterlyTableCancelled,BarangayID,QuarterlyTableOld,BarangayID
aStreet,BarangayId,QuarterlyTableOld,BarangayID
view_TDNSearchLookUpCityBased,BarangayId,aBarangay,BarangayId
view_TDNSearchLookUpProvinceBased,BarangayId,aBarangay,BarangayId
view_MachineApraisal,BarangayId,aBarangay,BarangayId
View_PrintTaxDecCity,BarangayId,aBarangay,BarangayId
tempTDN,BarangayId,aBarangay,BarangayId
TDN,BarangayId,aBarangay,BarangayId
ALGUListing,LGUId,aBarangay,LGUId
View_PrintTaxDecCity,LGUId,aBarangay,LGUId
view_TDNSearchLookUpCityBased,LGUId,aBarangay,LGUId
view_TDNSearchLookUpProvinceBased,LGUId,aBarangay,LGUId
aMunicipality,LGUId,aBarangay,LGUId
View_PrintTaxDecCity,DistrictId,aBarangay,DistrictId
aDistrict,DistrictId,aBarangay,DistrictId
aMunicipality,MunicipalityId,aBarangay,MunicipalityId
SMClientServerConfiguration,MunicipalityID,aBarangay,MunicipalityId
TDNLandImprovements,ALandImprovementTypeId,ALandImprovementPerSeedlingAssessment,ALandImprovementTypeId
ALandImprovementType,ALandImprovementTypeId,ALandImprovementPerSeedlingAssessment,ALandImprovementTypeId
TDNLandImprovements,ALandImprovementComputationStyleId,ALandImprovementPerSeedlingAssessment,ALandImprovementComputationStyleId
ALandImprovementPerShadeAssessment,ALandImprovementComputationStyleId,ALandImprovementPerSeedlingAssessment,ALandImprovementComputationStyleId
ALandImprovementPerIndividualPlant,ALandImprovementComputationStyleId,ALandImprovementPerSeedlingAssessment,ALandImprovementComputationStyleId
ALandImprovementPerHectareAssessment,ALandImprovementComputationStyleId,ALandImprovementPerSeedlingAssessment,ALandImprovementComputationStyleId
ALandImprovementComputationStyle,ALandImprovementComputationStyleId,ALandImprovementPerSeedlingAssessment,ALandImprovementComputationStyleId
AImprovementType,ALandImprovementComputationStyleId,ALandImprovementPerSeedlingAssessment,ALandImprovementComputationStyleId
ALandImprovementAssessment,TypeId,ALandImprovementPerSeedlingAssessment,TypeId
TDNLandImprovements,TypeId,ALandImprovementPerSeedlingAssessment,TypeId
ALandImprovementPerShadeAssessment,TypeId,ALandImprovementPerSeedlingAssessment,TypeId
ALandImprovementPerIndividualPlant,TypeId,ALandImprovementPerSeedlingAssessment,TypeId
ALandImprovementPerHectareAssessment,TypeId,ALandImprovementPerSeedlingAssessment,TypeId
ALandImprovementAssessmentOld,TypeId,ALandImprovementPerSeedlingAssessment,TypeId
AImprovementType,TypeId,ALandImprovementPerSeedlingAssessment,TypeId
aBuilding,BarangayId,RPUSummaryPerBarangayTable,BarangayID
QuarterlyTable,BarangayID,RPUSummaryPerBarangayTable,BarangayID
QuarterlyTableActive,BarangayID,RPUSummaryPerBarangayTable,BarangayID
View_BarangayLookUp,BarangayId,RPUSummaryPerBarangayTable,BarangayID
view_BarangayCityLookUp,BarangayId,RPUSummaryPerBarangayTable,BarangayID
View_tdn,BarangayId,RPUSummaryPerBarangayTable,BarangayID
LocationStreet,BarangayID,RPUSummaryPerBarangayTable,BarangayID
PStreet,BarangayId,RPUSummaryPerBarangayTable,BarangayID
PSubdivision,BarangayId,RPUSummaryPerBarangayTable,BarangayID
AssessmentRollSEFBasic,BarangayId,RPUSummaryPerBarangayTable,BarangayID
SummaryRPUAssessed,BarangayID,RPUSummaryPerBarangayTable,BarangayID
QuarterlyTableOld,BarangayID,RPUSummaryPerBarangayTable,BarangayID
TDNSubdivisionTempTable,BarangayID,RPUSummaryPerBarangayTable,BarangayID
ASubClassification,BarangayID,RPUSummaryPerBarangayTable,BarangayID
PStreetOld,BarangayId,RPUSummaryPerBarangayTable,BarangayID
RecordsOfAssessmentTable,BarangayID,RPUSummaryPerBarangayTable,BarangayID
View_StreetAssessment,BarangayId,RPUSummaryPerBarangayTable,BarangayID
QuarterlyTableCancelled,BarangayID,RPUSummaryPerBarangayTable,BarangayID
aStreet,BarangayId,RPUSummaryPerBarangayTable,BarangayID
TDNLandImprovements,ALandImprovementAgeID,ALandImprovementPerIndividualPlant,ALandImprovementAgeID
ALandImprovementPerHectareAssessment,ALandImprovementAgeID,ALandImprovementPerIndividualPlant,ALandImprovementAgeID
ALandImprovementAge,ALandImprovementAgeID,ALandImprovementPerIndividualPlant,ALandImprovementAgeID
TDNLandImprovements,ALandImprovementComputationStyleId,ALandImprovementPerIndividualPlant,ALandImprovementComputationStyleId
ALandImprovementPerShadeAssessment,ALandImprovementComputationStyleId,ALandImprovementPerIndividualPlant,ALandImprovementComputationStyleId
ALandImprovementPerSeedlingAssessment,ALandImprovementComputationStyleId,ALandImprovementPerIndividualPlant,ALandImprovementComputationStyleId
ALandImprovementPerHectareAssessment,ALandImprovementComputationStyleId,ALandImprovementPerIndividualPlant,ALandImprovementComputationStyleId
ALandImprovementComputationStyle,ALandImprovementComputationStyleId,ALandImprovementPerIndividualPlant,ALandImprovementComputationStyleId
AImprovementType,ALandImprovementComputationStyleId,ALandImprovementPerIndividualPlant,ALandImprovementComputationStyleId
ALandImprovementAssessment,TypeId,ALandImprovementPerIndividualPlant,TypeId
TDNLandImprovements,TypeId,ALandImprovementPerIndividualPlant,TypeId
ALandImprovementPerShadeAssessment,TypeId,ALandImprovementPerIndividualPlant,TypeId
ALandImprovementPerSeedlingAssessment,TypeId,ALandImprovementPerIndividualPlant,TypeId
ALandImprovementPerHectareAssessment,TypeId,ALandImprovementPerIndividualPlant,TypeId
ALandImprovementAssessmentOld,TypeId,ALandImprovementPerIndividualPlant,TypeId
AImprovementType,TypeId,ALandImprovementPerIndividualPlant,TypeId
TDNLandImprovements,ALandImprovementComputationStyleId,ALandImprovementPerHectareAssessment,ALandImprovementComputationStyleId
ALandImprovementPerShadeAssessment,ALandImprovementComputationStyleId,ALandImprovementPerHectareAssessment,ALandImprovementComputationStyleId
ALandImprovementPerSeedlingAssessment,ALandImprovementComputationStyleId,ALandImprovementPerHectareAssessment,ALandImprovementComputationStyleId
ALandImprovementPerIndividualPlant,ALandImprovementComputationStyleId,ALandImprovementPerHectareAssessment,ALandImprovementComputationStyleId
ALandImprovementComputationStyle,ALandImprovementComputationStyleId,ALandImprovementPerHectareAssessment,ALandImprovementComputationStyleId
AImprovementType,ALandImprovementComputationStyleId,ALandImprovementPerHectareAssessment,ALandImprovementComputationStyleId
TDNLandImprovements,ALandImprovementAgeID,ALandImprovementPerHectareAssessment,ALandImprovementAgeID
ALandImprovementPerIndividualPlant,ALandImprovementAgeID,ALandImprovementPerHectareAssessment,ALandImprovementAgeID
ALandImprovementAge,ALandImprovementAgeID,ALandImprovementPerHectareAssessment,ALandImprovementAgeID
ALandImprovementAssessment,TypeId,ALandImprovementPerHectareAssessment,TypeId
TDNLandImprovements,TypeId,ALandImprovementPerHectareAssessment,TypeId
ALandImprovementPerShadeAssessment,TypeId,ALandImprovementPerHectareAssessment,TypeId
ALandImprovementPerSeedlingAssessment,TypeId,ALandImprovementPerHectareAssessment,TypeId
ALandImprovementPerIndividualPlant,TypeId,ALandImprovementPerHectareAssessment,TypeId
ALandImprovementAssessmentOld,TypeId,ALandImprovementPerHectareAssessment,TypeId
AImprovementType,TypeId,ALandImprovementPerHectareAssessment,TypeId
UserORStatus,ORTypeID,ORType,ORTypeID
ORHistory,ORTypeID,ORType,ORTypeID
ORHistoryPATAS,ORTypeID,ORType,ORTypeID
CoOwners,TDNID,View_TDNLandBackTax,TDNID
View_TDNCoOwners,TDNID,View_TDNLandBackTax,TDNID
TDNPreviousARP,TDNID,View_TDNLandBackTax,TDNID
TDNMachine,TDNID,View_TDNLandBackTax,TDNID
TDNPreviousPIN,TDNID,View_TDNLandBackTax,TDNID
view_TDNSearchLookUpCityBased,TDNID,View_TDNLandBackTax,TDNID
view_TDNSearchLookUpProvinceBased,TDNID,View_TDNLandBackTax,TDNID
view_TDNTaxDecProvince,TDNID,View_TDNLandBackTax,TDNID
view_TaxDecDetail,TDNID,View_TDNLandBackTax,TDNID
CertifiedTrueCopyTable,TDNID,View_TDNLandBackTax,TDNID
view_TDNTaxDecCity,TDNID,View_TDNLandBackTax,TDNID
TDN_Attachment,TDNID,View_TDNLandBackTax,TDNID
View_FAASBuilding,TDNId,View_TDNLandBackTax,TDNID
TDNDetail,TDNId,View_TDNLandBackTax,TDNID
TDN_Images,TDNID,View_TDNLandBackTax,TDNID
View_FAASImprovement,TDNId,View_TDNLandBackTax,TDNID
TDNBaseValueAdjustment,TDNId,View_TDNLandBackTax,TDNID
TDNLand,TDNID,View_TDNLandBackTax,TDNID
TDNBackTax,TDNID,View_TDNLandBackTax,TDNID
TDNBuilding,TDNID,View_TDNLandBackTax,TDNID
View_PrintTaxDecProvince,TDNID,View_TDNLandBackTax,TDNID
tempMachdb,TDNID,View_TDNLandBackTax,TDNID
TDNFAASSketch,TDNID,View_TDNLandBackTax,TDNID
ImageCache,TDNID,View_TDNLandBackTax,TDNID
TDNHistory,TDNID,View_TDNLandBackTax,TDNID
View_TDNLandDetail,TDNID,View_TDNLandBackTax,TDNID
View_TDNLandAppraisal,TDNID,View_TDNLandBackTax,TDNID
view_MachineApraisal,TDNID,View_TDNLandBackTax,TDNID
View_TDNDetail,TDNId,View_TDNLandBackTax,TDNID
View_TDNBuildingDetail,TDNID,View_TDNLandBackTax,TDNID
View_PrintTaxDecCity,TDNID,View_TDNLandBackTax,TDNID
TOStempQuarterlyRPTC,TDNID,View_TDNLandBackTax,TDNID
View_DemolishedProp,TDNID,View_TDNLandBackTax,TDNID
TDN,TDNID,View_TDNLandBackTax,TDNID
stagtbl,TDNID,View_TDNLandBackTax,TDNID
